"id","lastpage","Start[naviConfig]","Start[mobile]","Start[consentGiven]","Start[screenSize]","Start[userAgent]","Start[prolificPID]","Age","Gender[gender]","CheckActiveReading","solarIntroGranny[navigationSolar]","Xsolar1[taskTime]","Xsolar1[completed]","Xsolar1[moves]","Xsolar1[errors]","Xsolar2[taskTime]","Xsolar2[completed]","Xsolar2[moves]","Xsolar2[errors]","solarUEQShedonism[boring]","solarUEQShedonism[notInteresting]","solarUEQShedonism[conventional]","solarUEQShedonism[usual]","solarUEQSusability[obstructive]","solarUEQSusability[complicated]","solarUEQSusability[inefficient]","solarUEQSusability[confusing]","batteryIntroGranny[navigationBattery]","Xbattery1[taskTime]","Xbattery1[completed]","Xbattery1[moves]","Xbattery1[errors]","Xbattery2[taskTime]","Xbattery2[completed]","Xbattery2[moves]","Xbattery2[errors]","batteryUEQSusability[obstructive]","batteryUEQSusability[complicated]","batteryUEQSusability[inefficient]","batteryUEQSusability[confusing]","batteryUEQShedonism[boring]","batteryUEQShedonism[notInteresting]","batteryUEQShedonism[conventional]","batteryUEQShedonism[usual]","DataQuality","DataQualityFollowUp","Feedback","ConsentGiven"
"321","21","small","true","Y","427x770","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Mobile Safari/537.36","63d7e87ee7333b219a553295","46","man","This is the button for a hamburger menu, which opens after you click on it.","hamTop","21383.200000047684","1","1","0","17405.700000047684","1","4","0","4","4","2","2","6","7","7","7","bottomBar","11682.299999952316","1","2","0","12312.299999952316","1","1","0","6","7","7","7","4","4","2","2","Yes","","",""
"322","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","","",""
"323","21","small","true","Y","375x628","Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1","5f487aeef92292234068b342","33","man","This is the button for a hamburger menu, which opens after you click on it.","bottomBar","21017","1","6","0","22916","1","4","0","4","3","4","3","5","4","5","4","hamTop","8504","1","1","0","19525","1","3","0","2","3","1","3","3","4","3","3","Yes","","",""
"324","21","big","true","Y","390x663","Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1","613e157ccd6af6049001ce25","67","woman","This is the button for a hamburger menu, which opens after you click on it.","hamTop","34665","1","1","0","28777","1","6","0","3","2","2","3","1","1","1","2","bottomBar","12497","1","2","0","68984","1","11","0","7","6","3","3","4","5","3","3","Yes","","",""
"325","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","","",""
"326","21","big","true","Y","320x444","Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1","none","60","man","This is the button for a hamburger menu, which opens after you click on it.","bottomBar","54579","1","16","0","76205","1","17","0","5","6","6","6","7","7","7","7","hamTop","24002","1","1","0","60812","1","2","0","6","6","6","6","4","6","5","4","Yes","","The second menu was easier and faster to work with.",""
"327","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","","",""
"328","21","big","true","Y","390x660","Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1.1 Mobile/15E148 Safari/604.1","63bdca1d2ed8f09b80048248","46","man","This is the button for a hamburger menu, which opens after you click on it.","hamTop","91051","1","12","0","56555","1","14","0","1","1","1","1","1","1","1","1","bottomBar","22832","1","8","0","35208","1","19","0","1","1","1","1","1","1","1","3","Yes","","",""
"329","21","small","true","Y","390x664","Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Mobile/15E148 Safari/604.1","610063614e6ba35532307dda","24","woman","This is the button for a hamburger menu, which opens after you click on it.","bottomBar","15264","1","3","0","9293","1","1","0","5","5","5","4","5","6","6","5","hamTop","106912","0","0","0","28019","1","3","0","3","4","6","5","4","4","5","4","Yes","","",""
"330","21","big","true","Y","390x664","Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1","5d382f79b2fb130001a0bb53","36","woman","This is the button for a hamburger menu, which opens after you click on it.","hamTop","66515.00000000001","1","12","0","21136","1","6","0","5","5","5","4","4","3","5","3","bottomBar","28329","1","8","0","45880","1","23","0","7","7","7","7","7","7","7","7","Yes","","This was awesome. The first one was so cool. I liked how the navigation was easy. Is this going to be a game? I wanna play it!",""
"331","21","small","true","Y","390x665","Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/119.0.6045.169 Mobile/15E148 Safari/604.1","6521674861a761b9950aab1e","25","man","This button will end the experiement.","bottomBar","10484.000000000002","1","1","0","18712","1","1","0","6","7","6","6","6","7","7","7","hamTop","30508","1","2","0","14008","1","1","0","6","7","7","7","6","6","5","5","Yes","","I mistakenly chose the wrong answer in the beginning ",""
"332","13","big","true","Y","384x722","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Mobile Safari/537.36","6560cef771c7af626acf464d","45","woman","This is the Logo of the website.","hamTop","","","","","","","","","","","","","","","","","bottomBar","100002.20000004768","0","4","0","100001.20000004768","0","12","1","2","2","4","2","4","5","5","6","N/A","","",""
"333","8","small","true","Y","412x801","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Mobile Safari/537.36","5da13684f2f41900141644bf","64","woman","This is the button for a hamburger menu, which opens after you click on it.","hamTop","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","","",""
"334","21","big","true","Y","390x663","Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1.1 Mobile/15E148 Safari/604.1","63d41152633e1e1f24dfc531","36","woman","This is the button for a hamburger menu, which opens after you click on it.","hamTop","11677.000000000002","1","1","0","28368","1","7","0","3","2","2","1","3","2","3","2","bottomBar","26196","1","8","0","19798","1","8","0","3","3","3","2","4","4","2","2","Yes","","",""
"335","21","small","true","Y","412x759","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Mobile Safari/537.36","58eec4b09fbdde00011e95b0","33","man","This is the button for a hamburger menu, which opens after you click on it.","hamTop","26134.20000000298","1","4","0","18135.29999999702","1","4","0","4","4","4","3","3","4","4","5","bottomBar","17343.79999999702","1","1","0","15674.09999999404","1","2","0","5","5","5","6","4","4","4","3","Yes","","",""
"336","21","big","true","Y","246x433","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Mobile Safari/537.36","6562645f178cf6137e2b5229","55","woman","This is the button for a hamburger menu, which opens after you click on it.","bottomBar","12205.099999999977","1","2","0","100002.29999999993","0","13","0","5","5","5","5","4","3","4","3","hamTop","25209","1","3","0","10370.5","1","1","0","5","4","5","4","5","4","5","4","Yes","","I was not sure how to proceed to look for the first material laminate - Flouridine - at first. And I liked the first navigation better (being on the bottom instead of opening on the side). It would be helpful to have on the first screen, a header for the sections at the bottom of the screen - which would indicate that the choices for purchase are located there.",""
"337","14","small","true","Y","390x663","Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1.1 Mobile/15E148 Safari/604.1","5ee85ec585a33015e839df78","32","woman","This is the button for a hamburger menu, which opens after you click on it.","hamTop","40799","1","2","0","18511","1","4","0","5","5","5","5","5","5","5","5","bottomBar","","","","","8313","1","1","0","","","","","","","","","N/A","","",""
"338","21","big","true","Y","390x657","Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/119.0.6045.169 Mobile/15E148 Safari/604.1","62ec6dd92dd59431fb322ce3","35","woman","This is the button for a hamburger menu, which opens after you click on it.","hamTop","99103","1","14","0","26853","1","7","0","1","1","1","1","3","2","1","2","bottomBar","26446","1","8","0","35065","1","19","0","1","1","1","4","4","4","5","4","Yes","","",""
"339","21","small","true","Y","375x634","Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1.1 Mobile/15E148 Safari/604.1","5b9b0f12d1ff7a00013b3b8a","34","man","This is the Logo of the website.","hamTop","20974.000000000004","1","1","0","100002.00000000001","0","0","0","6","5","4","5","4","5","5","4","bottomBar","8867.000000000002","1","1","0","15226","1","4","0","6","4","5","5","5","5","4","5","Yes","","",""
"340","21","big","true","Y","412x827","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Mobile Safari/537.36","61165d057c68338a2c96aa45","24","man","This is the button for a hamburger menu, which opens after you click on it.","bottomBar","44591","1","21","0","14467","1","5","0","7","7","2","2","6","7","7","7","hamTop","31173.600000023842","1","6","0","9772.600000023842","1","1","0","5","5","7","6","5","5","2","2","Yes","","",""
"341","21","small","true","Y","428x746","Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1","6560e006e3e9a7f6cbacf04b","19","man","This is the button for a hamburger menu, which opens after you click on it.","hamTop","36910","1","6","0","25800","1","1","0","3","4","2","2","3","3","3","4","bottomBar","17712","1","2","0","9896","1","1","0","4","6","6","6","4","4","4","4","No","","",""
"342","21","big","true","Y","375x629","Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1.1 Mobile/15E148 Safari/604.1","65621eb4ce16f8d23c1a3c99","34","man","This is the button for a hamburger menu, which opens after you click on it.","bottomBar","50502","1","18","0","23813","1","10","0","6","6","7","7","7","7","7","7","hamTop","30461","1","2","0","33200","1","1","0","6","2","2","2","2","3","1","1","Yes","","My only insecurity was my lack of knowledge working in the periodic table. That being said the second navigation style made it faster and easier for me to find those ingredients.",""
"343","21","small","true","Y","390x663","Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1.1 Mobile/15E148 Safari/604.1","5ee85ec585a33015e839df78","32","woman","This is the button for a hamburger menu, which opens after you click on it.","bottomBar","9524","1","1","0","11185","1","2","0","7","6","6","6","7","7","7","7","hamTop","12366","1","2","0","10425","1","1","0","6","6","6","6","7","6","6","6","Yes","","",""
"344","21","big","true","Y","360x710","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Mobile Safari/537.36","65410e514ca6fcbe3dbf7697","27","man","This button will end the experiement.","bottomBar","22075.500000000233","1","8","0","17084.5","1","4","0","4","6","6","5","5","5","6","4","hamTop","41808.80000000005","1","4","0","10923.800000000047","1","1","0","4","3","3","3","4","6","6","5","Yes","","",""
"345","21","small","true","Y","384x762","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Mobile Safari/537.36","6400db08ae94a6b881964731","31","man","This is the button for a hamburger menu, which opens after you click on it.","hamTop","67764.09999990463","1","1","0","32810.5","1","4","0","4","4","1","1","7","7","7","7","bottomBar","12237.400000095367","1","2","0","24610.900000095367","1","5","0","7","7","7","7","4","4","1","1","Yes","","",""
"346","8","big","true","Y","800x289","Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/290.1.581873948 Mobile/15E148 Safari/604.1","5eb983034987d1074b5232ce","62","woman","This is the button for a hamburger menu, which opens after you click on it.","","","","","","","","","","","","","","","","","","bottomBar","","","","","","","","","","","","","","","","","N/A","","",""
"347","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","","",""
"348","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","","",""
"349","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","","",""
"350","21","big","true","Y","375x700","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Mobile Safari/537.36","5fff542aeed8c2065133114e","27","man","This is the button for a hamburger menu, which opens after you click on it.","bottomBar","29881.80000001192","1","13","0","14243.900000035763","1","4","0","4","5","6","5","5","5","5","4","hamTop","23943.80000001192","1","3","0","8469.099999964237","1","1","0","3","2","3","2","4","3","6","5","Yes","","",""
"351","21","small","true","Y","393x722","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Mobile Safari/537.36","63d1a6cf13960a1f9b53c1b1","28","woman","This is the button for a hamburger menu, which opens after you click on it.","hamTop","23865.300000000047","1","1","0","20675.800000000047","1","5","0","4","3","1","1","3","6","6","7","bottomBar","28149.899999999907","1","1","0","17383","1","2","0","7","7","7","7","4","5","7","7","Yes","","",""
"352","21","big","true","Y","414x724","Mozilla/5.0 (iPhone; CPU iPhone OS 17_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/119.0.6045.169 Mobile/15E148 Safari/604.1","5dc6a359dbf8204c0584bf02","33","woman","This is the button for a hamburger menu, which opens after you click on it.","bottomBar","29312","1","2","0","36863.00000000001","1","10","0","7","7","7","7","7","7","7","7","hamTop","39945","1","4","0","12488","1","1","0","7","7","7","7","7","7","6","6","Yes","","",""
"353","21","small","true","Y","390x669","Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/119.0.6045.169 Mobile/15E148 Safari/604.1","63ea4ab1ce4168cbe9f63775","30","not-disclosed","This is the button for a hamburger menu, which opens after you click on it.","hamTop","21240","1","1","0","15911.000000000004","1","3","0","1","1","3","3","1","1","1","1","bottomBar","11366.000000000002","1","1","0","19178","1","3","0","1","1","1","1","1","1","5","3","Yes","","",""
"354","21","big","true","Y","271x513","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Mobile Safari/537.36","6508d315b8a53798997f7fec","49","man","This is the button for a hamburger menu, which opens after you click on it.","hamTop","35852.700000047684","1","4","0","59149.39999997616","1","3","0","5","4","4","4","6","6","6","6","bottomBar","24039","1","4","0","18016.100000023842","1","2","0","6","6","6","6","6","6","6","5","Yes","","",""
"355","21","small","true","Y","360x649","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Mobile Safari/537.36","629e21ff86571625310e14c3","26","man","This is the button for a hamburger menu, which opens after you click on it.","hamTop","19619.700000047684","1","2","0","26476.5","1","7","0","3","1","1","2","1","3","1","4","bottomBar","25532.800000190735","1","2","0","12430.900000095367","1","1","0","7","7","7","7","7","7","7","7","Yes","","",""
"356","2","big","false","Y","609x754","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36","65602a1b575642aae60c273c","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","","",""
"357","21","small","true","Y","375x538","Mozilla/5.0 (iPhone; CPU iPhone OS 16_7_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1","5f34511f59accc19bb769258","51","woman","This is the button for a hamburger menu, which opens after you click on it.","hamTop","35072.00000000001","1","3","0","48753.00000000001","1","4","0","6","6","6","6","6","6","6","6","bottomBar","52356","1","2","0","37828","1","4","0","6","6","6","6","5","5","5","5","Yes","","Thanks ",""
"358","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","","",""
"359","21","small","true","Y","393x659","Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1.1 Mobile/15E148 Safari/604.1","655fb189f01f1b7261e99010","23","woman","This is the button for a hamburger menu, which opens after you click on it.","hamTop","25909","1","2","0","34923.00000000001","1","4","0","7","5","6","6","6","7","7","7","bottomBar","8313","1","1","0","16617","1","1","0","6","7","7","7","5","5","5","5","Yes","","",""
"360","21","big","true","Y","428x745","Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1.1 Mobile/15E148 Safari/604.1","6115c8cbd1923433e1832a02","27","woman","This is the button for a hamburger menu, which opens after you click on it.","hamTop","10563","1","1","0","43224","1","7","0","6","6","6","7","7","7","7","7","bottomBar","39740","1","10","0","37684","1","20","0","7","7","7","7","5","5","6","6","Yes","","",""
"361","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","","",""
"362","21","big","true","Y","390x664","Mozilla/5.0 (iPhone; CPU iPhone OS 16_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Mobile/15E148 Safari/604.1","61118e6a49570a8f159fda5e","22","woman","This is nothing important and can be ignored.","hamTop","42753","1","13","0","37766","1","16","0","4","4","3","3","3","5","3","5","bottomBar","30721","1","6","0","41713","1","26","0","4","3","2","4","4","4","5","4","Yes","","",""
"363","21","small","true","Y","374x656","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Mobile Safari/537.36","none","30","non-binary","This is the button for a hamburger menu, which opens after you click on it.","hamTop","20546.09999999404","1","3","0","15346.59999999404","1","4","0","5","6","3","3","3","5","4","5","bottomBar","11425.199999988079","1","1","0","22456.69999998808","1","2","0","6","5","6","6","6","7","5","5","Yes","","",""
"364","21","big","true","Y","384x723","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Mobile Safari/537.36","5e9a168cb684e20a385933a6","43","woman","This is the button for a hamburger menu, which opens after you click on it.","bottomBar","26475.399999976158","1","18","0","33261.39999997616","1","17","0","2","2","2","2","4","2","2","3","hamTop","13635","1","2","0","38490.89999997616","1","3","0","5","3","4","3","1","4","1","1","Yes","","",""
"365","21","small","true","Y","384x725","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Mobile Safari/537.36","5f36bde6d3369c0cadac39bf","53","man","This is the button for a hamburger menu, which opens after you click on it.","hamTop","100002","0","2","0","78159.5","1","5","2","6","6","7","6","6","6","6","5","bottomBar","12355","1","1","0","41296.5","1","5","0","6","6","6","6","6","6","6","6","Yes","","",""
"366","21","big","true","Y","375x667","Mozilla/5.0 (iPhone; CPU iPhone OS 14_4_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1","654d6c6c1045285e27dda890","51","woman","This is the button for a hamburger menu, which opens after you click on it.","bottomBar","12500","1","2","0","52737","1","22","0","5","5","2","2","2","2","2","2","hamTop","29571","1","3","0","77054","1","9","0","6","3","3","4","5","5","5","5","Yes","","",""
"367","1","small","true","Y","375x633","Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1.1 Mobile/15E148 Safari/604.1","638956da0c1a664ae995d61e","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","","",""
"368","21","big","true","Y","432x839","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Mobile Safari/537.36","65106bf7a9c412896826466b","29","woman","This is the button for a hamburger menu, which opens after you click on it.","bottomBar","43011.40000009537","1","14","0","30282.400000095367","1","20","0","5","6","6","5","4","3","3","3","hamTop","15922.200000047684","1","3","0","25740.89999985695","1","1","0","5","4","4","3","3","3","4","4","Yes","","",""
"369","21","small","true","Y","896x337","Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/119.0.6045.169 Mobile/15E148 Safari/604.1","611eb5db46ee495d60b16aae","48","non-binary","This is the button for a hamburger menu, which opens after you click on it.","bottomBar","30890","1","3","0","8974","1","1","0","4","5","5","5","4","4","5","3","hamTop","11379","1","1","0","29278","1","2","0","5","7","6","6","5","6","4","4","Yes","","No comments at this time, other than it was pretty fun.",""
"370","21","big","true","Y","375x547","Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1.1 Mobile/15E148 Safari/604.1","654e6dcbb060f1ea2d712339","30","man","This is the button for a hamburger menu, which opens after you click on it.","bottomBar","62704","1","23","0","15566","1","4","0","5","5","5","5","5","5","5","4","hamTop","27512","1","3","0","25347.000000000004","1","4","0","5","7","4","6","1","1","1","1","Yes","","",""
"371","21","small","true","Y","430x739","Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1.1 Mobile/15E148 Safari/604.1","5b21b49fa0527a00019d370b","37","man","This is the button for a hamburger menu, which opens after you click on it.","bottomBar","24151","1","4","0","9471","1","1","0","3","2","3","3","4","3","4","5","hamTop","13372.000000000002","1","1","0","15346","1","1","0","5","6","6","5","4","5","5","3","Yes","","",""
"372","21","big","true","Y","375x647","Mozilla/5.0 (iPhone; CPU iPhone OS 17_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/119.0.6045.169 Mobile/15E148 Safari/604.1","64ee05747fd0755436e8ad07","58","woman","This is the button for a hamburger menu, which opens after you click on it.","bottomBar","100002","0","3","0","99781","1","19","0","5","5","5","3","2","2","1","1","hamTop","31300","1","3","0","11321","1","1","0","3","5","3","5","5","5","5","3","Yes","","",""
"373","21","small","true","Y","412x750","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Mobile Safari/537.36","61151fdceebe67102a0983ad","39","woman","This is the button for a hamburger menu, which opens after you click on it.","hamTop","14641.19999999553","1","2","0","15427.89999999851","1","1","0","1","1","1","1","7","7","7","7","bottomBar","17979.10000000149","1","2","0","14560.39999999851","1","1","0","5","7","7","7","1","1","1","1","Yes","","",""
"374","21","big","true","Y","320x520","Mozilla/5.0 (iPhone; CPU iPhone OS 17_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/119.0.6045.169 Mobile/15E148 Safari/604.1","643d780ad443f7f6457d2c3c","60","woman","This is the button for a hamburger menu, which opens after you click on it.","hamTop","100001","0","3","0","29823","1","1","0","5","6","6","5","7","4","6","3","bottomBar","14877","1","2","0","60389","1","3","0","7","7","7","7","7","7","7","6","Yes","","",""
"375","21","small","true","Y","375x633","Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1.1 Mobile/15E148 Safari/604.1","6101b2a04f101c97afb35034","56","man","This is the button for a hamburger menu, which opens after you click on it.","bottomBar","16452","1","3","0","18759","1","2","0","3","3","2","2","6","6","6","6","hamTop","52800.00000000001","1","2","0","10164","1","1","0","6","5","5","5","3","3","4","3","Yes","","",""
"376","21","big","true","Y","414x719","Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1","5b6cb3049ee1a50001c5ef0f","44","woman","This is the button for a hamburger menu, which opens after you click on it.","bottomBar","69548","1","34","0","60441.00000000001","1","14","0","5","5","6","5","4","2","2","3","hamTop","22589","1","3","0","17891","1","1","0","5","1","2","3","6","6","6","4","Yes","","",""
"377","21","small","false","Y","375x644","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Safari/605.1.15","6563507a7389aac2354b8a31","37","woman","This is the button for a hamburger menu, which opens after you click on it.","hamTop","17017.000000000004","1","1","0","17561","1","4","0","3","4","2","2","5","4","3","4","bottomBar","16127","1","1","0","11130","1","1","0","5","4","3","3","3","4","3","3","Yes","","I took the study a couple of minutes ago, but it did not allow me to fully complete it in Prolific. Please check if their are any duplicates from my Prolific ID, which is 6563507a7389aac2354b8a31. Thanks, and sorry for any inconvenience!",""
"378","21","big","true","Y","375x637","Mozilla/5.0 (iPhone; CPU iPhone OS 16_7_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1","none","37","woman","This is the button for a hamburger menu, which opens after you click on it.","bottomBar","26751","1","14","0","58744","1","28","0","4","3","3","3","5","4","3","5","hamTop","28365","1","5","0","11508","1","2","0","5","3","4","5","4","4","3","3","Yes","","No issues!",""
"379","21","small","true","Y","428x743","Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1","5ecbdb9194a726075eb697c2","33","man","This is the button for a hamburger menu, which opens after you click on it.","hamTop","15034","1","2","0","35397","1","4","0","3","3","2","2","4","5","5","5","bottomBar","13454","1","2","0","14414","1","2","0","3","4","4","4","3","3","3","3","Yes","","",""
"380","21","big","true","Y","375x637","Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) FxiOS/119.2  Mobile/15E148 Safari/605.1.15","63d81f3f9fb108f7012ed455","49","man","This is the button for a hamburger menu, which opens after you click on it.","bottomBar","40138","1","10","0","56488","1","24","0","5","5","6","5","5","3","5","4","hamTop","35318","1","3","0","75035","1","17","0","5","3","3","4","5","5","6","6","Yes","","It was interesting. Would have helped if I knew which category each item was in ahead of time, but searching around wasn’t too bad. ",""
"381","21","small","true","Y","390x669","Mozilla/5.0 (iPhone; CPU iPhone OS 17_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/119.0.6045.169 Mobile/15E148 Safari/604.1","61085cb1b3cabb5a1087c04f","25","woman","This is the button for a hamburger menu, which opens after you click on it.","hamTop","19915","1","1","0","40833","1","4","0","4","4","2","2","6","6","6","6","bottomBar","15778","1","4","0","9754","1","1","0","4","3","3","3","5","5","6","6","Yes","","",""
"382","21","big","true","Y","430x745","Mozilla/5.0 (iPhone; CPU iPhone OS 17_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/119.0.6045.169 Mobile/15E148 Safari/604.1","64fa825ca23617b750fdb4c6","60","man","This is the button for a hamburger menu, which opens after you click on it.","hamTop","28678","1","3","0","74304","1","3","0","2","2","3","2","2","2","2","2","bottomBar","30619","1","5","0","29779.000000000004","1","6","0","2","2","2","2","2","2","2","2","Yes","","",""
